categories,text,stars
Restaurants,I ordered onion rings and when I went to pick them up the owner noticed the onion rings were burnt. When I asked them to replace the burnt onion rings or give me a discount she opened the to go box and threw the onion rings on the floor and when I asked why she did that she said you didn't want it and she didn't offer to replace it. I will never go back. All I asked for was good service. None to be had here!,1
Restaurants,"I just spent $18.15 for lunch and an uninvited guest appeared walking across the table.  One of the most expensive vomits, ever.

Please do not waste your time, gas or money.

When I told the waitress/cashier she asked me where it was and since i could not locate the roach her reply was maybe someone brought it in with them. 

Really, not an apology or let me get the manager. 

I should have just tossed the money in the trash because that is where the food is presently.",1
Restaurants,"I just moved to the neighborhood, and I there is no fast food with in walking distance of the place i moved to, and I have no car, and one of my neighbors told me they had great food there, Well my family and I being very hungry one night, and not having a way to the grocery store until in the morning, we decided to go here, now I cant say much about there chicken, but we ordered a cheeseburger and large fry, and OMG, it was delicious!! We have been going back there and ordering from them ever since, and it is family ran, and you always see the same nice smiling faces!!",5
Restaurants,"Not a big fan of this place.
Pretty hard to screw up chicken but they did a pretty well so I don't think I'll ever go back not sure parking pretty below average",2
Restaurants,"I ordered the flounder dinner. Generous portions.My meal was delicious. It came with the fish, cole slaw, french fries, and hush puppies. The only thing working against them is the appearance of the establishment, it looks a bit tattered but the food makes up for it. Also this is not a sit down establishment like the one in SW Charlotte. Business is family run.",4
Restaurants,"Seems like your standard carryout Chinese place. We had the General Tso and a Sesame Chicken. For three lunch specials that included rice and egg roll, we paid less than $16. Like many Chinese joints, they accept cash only (always a challenge for me  to scrounge up that paper money stuff people used to use).
It was as good as any other standard Chinese carryout and based on where we live now, it may likely be our go-to for quick, cheap Chinese.

One downer, we didn't get any fortune cookies. That can't be a good fortune.",3
Restaurants,"This is our go to Chinese carryout. Mainly because it is close to us. The food is as good as most of the genre and they share the same quirks, cash only, the same menu, the same flavors, heavy on the MSG, as all other Chinese carryout places. The execute well, the food is always hot and they have never messed up my order.",3
Restaurants,I want to start off by saying that Chinese food should not have YELLOW Rice!!! They do have good lunch specials and again this Chinese food wasn't very good. Still searching for a good Chinese food place here in Charlotte. The only reason why I tried this place because I was next to it at the time. Still searching!,2
Restaurants,"This is not gourmet Chinese food. 

This is store-front-hole-in-the-wall-greasy-yummy-awesome Chinese food.  Please do not expect it to be anything else.

The portions are great.  The food is good, fresh, tasty Americanized Chinese food.

Unless we are looking for Buffet, Hop Feng is our place.

The staff is friendly and polite.  The service is quick, even on Friday nights.  

Any of the ""Garlic Sauce"" dishes are my favorite.  The house Lo Mein is superb.  The fried dumplings are awesome. Crab Rangoons - yum! Happy Family is also great.

Before I just list the whole menu, I'll just stop...  I have never gotten anything bad there.",5
Restaurants,"I enjoyed every dish I have had there. I'm a huge fan of their General Tso's chicken and egg drop soup. They have some amazing dishes, and they pile your plates with food.",4
Restaurants,Drive-thru open 24 hours and the staff is always great.  One of the best McDonalds in the area.,5
Restaurants,"High volume shop, but they serve quick and concise. Haven't had a bad experience having been here on many occasions.",5
Restaurants,"While eating at the Callabridge McDonalds, I had the displeasure of hearing an employee say, ""I can't stand working with those ""F"" Niggers.""  The environment there used to be nice, friendly and professional, but now...  What happened?  It's nothing now to hear the employees out in the lobby LOUDLY ranting and cursing.",1
